Company_name,Rating,Location,Job_title,Description,Salary,Job_age,Easy_apply,Employees,Type_of_ownership,Sector,Founded,Industry,Revenue_USD,Friend_recommend,CEO_approval,Career_opportunities,Comp_&_benefits,Culture_&_values,Senior_management,Work/Life_balance,Pros,Cons,Benefits_rating,Benefits_reviews
Takeda Pharmaceutical,4.1,Zürich,Global Automation Lead Engineer,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use. I further attest that all information I submit in my employment application is true to the best of my knowledge.
Job Description
About the role :
Global Program Manager for the Strategic Automation Pillars in the areas of:
Automation Data Engineering & Governance, Data historization & visualization
Automation & Control System Management (risked-based obsolescence) Inc. System Integration & Information Routing, Visuals & Displays (HMI)

Zurich, Switzerland
Boston, MA
Employee
Regular
Full time",,3d,False,10000+,Company - Private,Pharmaceutical & Biotechnology,1781,Biotech & Pharmaceuticals,$10+ billion,0.84,0.89,3.7,4.1,4.0,3.6,3.9,"['""Good benefits and health care"" (in 45 reviews)', '""Pay is decent"" (in 46 reviews)', '""Good Work Life Balance for employees"" (in 38 reviews)', '""Good people that makes working great"" (in 45 reviews)', '""Encouraging management, learning opportunities, self management"" (in 25 reviews)']","['""The pay is not competitive compared to other similar companies."" (in 46 reviews)', '""system is not efficient, no work life balance"" (in 38 reviews)', '""""How good the people are"" is constantly cited as a reason why the site is great to work at while expecting key contributors to work 80+ hours a week."" (in 45 reviews)', '""Management is bad and getting worse."" (in 25 reviews)']",4.4,"['Vacation & Paid Time Off (97 comments)\n""Increasing PTO to reward tenured employees.""', '401K Plan (65 comments)\n""Good match on 401k, last I remember was 4% match""', 'Health Insurance (61 comments)\n""Comprehensive health plans to select from""']"
Julius Baer,4.2,Zürich,IT Test Engineer,"At Julius Baer, we celebrate and value the individual qualities you bring, enabling you to be impactful, to be entrepreneurial, to be empowered, and to create value beyond wealth. Let’s shape the future of wealth management together.
As a Business Test Automation Engineer with a sound understanding of Test Automation and as well bank processes E2E you will join the Testing Product Team in the IT Transformation Agile Release Train developing and operating automated regression tests and driving the identification of critical business processes together with colleagues.
YOUR CHALLENGE
Pro-actively liaise with different business domains to identify and define business critical E2E processes.",,9d,False,5001 to 10000,Company - Public,Financial Services,1890,Banking & Lending,$1 to $5 billion,0.85,0.94,3.9,3.9,4.2,3.8,3.9,"['""Good Team ambiance and culture"" (in 78 reviews)', '""Colleagues were friendly and professional"" (in 85 reviews)', '""Good work life balance"" (in 46 reviews)', '""Good benefits and salary package."" (in 35 reviews)', '""Good salary."" (in 43 reviews)']","['""Basically a buddies club with an authoritarian style and culture."" (in 78 reviews)', '""Friendly colleague"" (in 85 reviews)', '""For a growing team, work life balance is non existent."" (in 46 reviews)', '""Contractor benefits are not as good and differs quite abit from perm staff"" (in 35 reviews)', '""Bad salary increment"" (in 43 reviews)']",3.3,
Coopers Group AG,5.0,Basel,Senior Power BI Engineer (m/w/d),"Senior Power BI Engineer

Für den führenden Versicherungs- und Finanzdienstleister am Standort Basel suchen wir eine/n erfahrenen, motivierten und aufgeschlossenen Senior Power BI Engineer (m/w/d).

Deine Aufgaben:
Du verstehst Geschäftsanforderungen im BI-Kontext und entwirfst Datenmodelle zur Umwandlung von Rohdaten in aussagekräftige Erkenntnisse
Du identifizierst KPIs mit klaren Zielen und stellst deren konsequente Überwachung sicher. Zudem erstellst du benutzerdefinierte Diagramme, Berechnungen und entwirfst bzw. entwickelst BI Lösungen


Das klingt nach einer spannenden Position?
Dann freuen wir uns über vollständige Bewerbungsunterlagen per Onlineformular.",,30d+,False,51 to 200,Company - Private,,,,,1.0,1.0,4.4,3.7,5.0,4.4,4.4,"['""outstanding team spirit"" (in 1 reviews)', '""flexible working hours"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],,
Die Schweizerische Post,3.7,,Mobile Software Engineer Flutter,"Do you want to make a difference? SwissSign is a subsidiary of Swiss Post.

For the continuous and consistent implementation of our Mobile First strategy for SwissID, we are building up and expanding our Mobile Engineering Team. As an experienced Mobile Software Engineer you are familiar with the development of business-critical apps and use your expertise to drive the development of the SwissID App.
Your field of activity
Building, deploying, testing, and maintaining mobile applications for Web, iOS and Android
Creating functionality for features and taking ownership of features as they evolve",,1 day ago,False,10000+,Company - Public,Transportation & Logistics,1849,Taxi & Car Services,$5 to $10 billion,0.83,0.83,3.3,3.6,3.4,3.2,3.6,"['""Good salary, semi government position, people loves the company"" (in 5 reviews)', '""Benefits und Karrierechancen."" (in 7 reviews)', '""The conditions are great."" (in 4 reviews)']","['""The head of „x“ are usually low profile professionals that, due to not releasing the bones for really long time, reached senior levels."" (in 1 reviews)']",1.0,
Experis,4.2,Zug,Data Engineer / Analyst,"Data Engineer / Analyst
For our client, a leading Medical Device company based in Zug, we are looking for a Data Engineer/Analyst for a 12 month contract opportunity.
Background:
A newly established Blood Gas Sensor production line team is looking for a passionate Data Engineer/Analyst to turn data into information, information into insight and insight into business decisions in close collaboration with our production specialists.

As Data Engineer/Analyst you will provide scientific data support for our highly automated production. Your experience, analytical approach, know-how and visualization skills will be crucial for identifying process improvements to ensure a stable manufacturing yield and an outstanding customer experience. You will be part of our data analytics team and will work in a dynamic environment at the pulse of our digital
journey.",,6d,False,10000+,Subsidiary or Business Segment,Human Resources & Staffing,1948,HR Consulting,$10+ billion,0.86,,4.0,3.8,4.1,4.0,4.1,"['""The pay was good for now"" (in 37 reviews)', '""Good management"" (in 8 reviews)', '""work life balance and good culture"" (in 13 reviews)', '""Staff is friendly, and very helpful."" (in 10 reviews)', '""Efficiency, communication, reliable and positive attitude."" (in 6 reviews)']","['""Less pay according to the work"" (in 37 reviews)', '""Very good company and management"" (in 8 reviews)']",3.0,"['Job Training (88 comments)\n""For now,they are very professionals.""', 'Health Insurance (58 comments)\n""Very good help insurance and grate benefits""', 'Paid Holidays (29 comments)\n""Amazing so many days love it ""']"
"ESRI, Inc.",4.0,Zürich,Product Engineer - ArcGIS JavaScript API,"Overview:
Are you passionate about 3D GIS and good software?

At the Esri R&D Center Zurich, we are looking for a result-driven product engineer who will help us to grow and maintain the ArcGIS API for JavaScript. Our API empowers web developers around the globe to build compelling mapping applications.

Join us to push the state of the art of what is possible with just a browser.
Responsibilities:
Create compelling product samples, blogs and documentation to showcase new features
Advocate innovative cartography and powerful geospatial workflows throughout the development cycle from requirements to release
Requirements:
Recommended Qualifications:
The Company:",,30d+,False,1001 to 5000,Company - Private,Information Technology,1969,Computer Hardware Development,$1 to $5 billion,0.82,0.91,3.7,3.4,4.1,3.7,4.1,"['""Great people and teaching opportunities."" (in 54 reviews)', '""FULLY PAID insurance premiums for employee AND family (Once you factor this in, pay is very competitive for region — at other companies, I’ve paid $7k+/year in health insurance premiums)"" (in 63 reviews)', '""Work life balance is great"" (in 43 reviews)', '""The benefits are good."" (in 39 reviews)', '""Casual and friendly culture"" (in 39 reviews)']","['""Old people; doesn\'t care."" (in 54 reviews)', '""Pay is low for what the local housing market is demanding."" (in 63 reviews)', '""The pay is relatively low, and the benefits are less than mediocre."" (in 39 reviews)']",4.3,"['401K Plan (99 comments)\n""50% match on what you contribute""', 'Health Insurance (56 comments)\n""it is good in my opinion""', 'Vacation & Paid Time Off (36 comments)\n""bank hours is a great system""']"
Roche,4.3,Basel,Research Software Engineer,"The Position
Pharma Development Data Sciences (PDD) is a department of over 1,000 data scientists working across multiple therapeutic areas to bring Roche molecules to patients. As an industry leader in data science, we have a strong commitment to developing open post-competitive tools that accelerate the time to insights.
Purpose
As a member of Data Science Acceleration, you will work on projects that amplify the impact of data scientists, working on tooling across modern data science languages like R and python to build tools that unlock patient data and streamline meaningful insights. You will be able to apply your passion for the continual evolution of data science to assess the wide ecosystem of tools relevant to data science, from AWS through to snakemake, and will be able to design, run and productionize efforts to help improve our path to insights",,23d,False,5001 to 10000,Company - Public,Pharmaceutical & Biotechnology,1896,Biotech & Pharmaceuticals,$10+ billion,0.89,0.96,3.9,4.1,4.3,3.7,4.1,"['""Good benefits and great for fresh graduates"" (in 61 reviews)', '""Good work life balance in terms of hours"" (in 61 reviews)', '""Roche is a huge organization with great culture."" (in 80 reviews)', '""salary and benefit wise is good"" (in 72 reviews)', '""Great experience building and great people"" (in 68 reviews)']","['""Essentially no benefits when working as a contractor (no PTO, holiday pay, insurance, etc.)"" (in 61 reviews)', '""Corporate culture, too much oversight and inefficiency"" (in 80 reviews)', '""Low salary compared to other companies"" (in 72 reviews)', '""people are very helpful, if you ask someone doesn\'t know, he/she will direct you to another person"" (in 68 reviews)']",4.5,"['Health Insurance (92 comments)\n""Insurance can be extended to close family members- it is discounted, but employee needs to pay for it""', '401K Plan (52 comments)\n""they had a good company match""', 'Vacation & Paid Time Off (48 comments)\n""Plenty of time to recharge""']"
Coopers Group AG,5.0,Bern,ETL / DWH Engineer (m/w/d),"................

Für den Ausbau des DWH's unserer Kundin aus der Gesundheitsbranche in Bern, suchen wir eine:n erfahrene:n, motivierte:n und aufgeschlossene:n ETL / DWH Engineer.

Ihre Aufgaben:
Aktive Mitarbeit am Ausbau, der Weiterentwicklung und dem Betrieb des bestehenden MS-SQL-basierten Data Warehouse im IDSC (Institut of Data Science)
Aktive Mitarbeit bei der Anbindung und Modellierung verschiedenster Quellsysteme


Das klingt nach einer spannenden Position?
Dann freuen wir uns über vollständige Bewerbungsunterlagen per Onlineformular.",,17d,False,51 to 200,Company - Private,,,,,1.0,1.0,4.4,3.7,5.0,4.4,4.4,"['""outstanding team spirit"" (in 1 reviews)', '""flexible working hours"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],,
Julius Baer,4.2,Zürich,Head Software Solutions Competence Center (100%),"At Julius Baer, we celebrate and value the individual qualities you bring, enabling you to be impactful, to be entrepreneurial, to be empowered, and to create value beyond wealth. Let’s shape the future of wealth management together.
Julius Baer Division Markets is looking for a new Head of the Software Solutions Competence Center. Markets Technology aims to strategically develop, strengthen, and align the software engineering expertise within the Markets division.

Do you want to shape the future? We are looking for an experienced, inspired role model to lead our global Software Development community. As a member of the Markets Technology Management Committee, you will report to the Head Markets Technology with the mission to build and shape the community into a strong and recognized competence center of software development experts within the division.

This senior leadership role enables you to communicate and interact with business owners and IT stakeholders, as well as to define, shape and execute the software development strategy.
The role calls for a foundation of strong software development skills and experience, supported by deep software delivery expertise with agile and DevOps delivery models, allowing you to not only develop your own organization but also influence and drive the required cultural change and optimize the usage of technology for an effective and efficient software delivery.",,6d,False,5001 to 10000,Company - Public,Financial Services,1890,Banking & Lending,$1 to $5 billion,0.85,0.94,3.9,3.9,4.2,3.8,3.9,"['""Very attractive compensation and benefits package"" (in 1 reviews)', '""Nice people , Smart managers , Fair approach , overall really nice"" (in 1 reviews)', '""Very flexible management style, trust is high amongst the teams."" (in 1 reviews)']","['""Limited learning."" (in 3 reviews)', '""Extra pay needed to work"" (in 1 reviews)']",3.3,
Roche,4.3,Kaiseraugst,Automation Engineer (m/w/d),"The Position
Automation Engineer (m/w/d)
202303-106733
Die Position
Als Automation Engineer bist du im Bereich „Business Solutions“ und dort im Circle „Pharma Engineering Solutions“des Standortes Basel / Kaiseraugst tätig.
Der Bereich „Business Solutions“ der Roche Pharma ist am Standort Basel/ Kaiseraugst verantwortlich für innovatives, kostengünstiges und GMP-gerechtes Planen und Umsetzen von Investitionsprojekten. Darüber hinaus realisiert der Bereich das Gebäude- und Betriebsingenieurwesen, das technische Qualitätsmanagement und ist verantwortlich für eine zuverlässige Störungsbehebung und Instandhaltung, inklusive dem Betreiben der erforderlichen Infrastruktur. Wir unterstützen unser Management und unsere Kunden bei biotechnologischen, chemischen und galenischen Produktions-/ Verpackungsanlagen, Laborbauten und Administrationsbauten.",,5d,False,5001 to 10000,Company - Public,Pharmaceutical & Biotechnology,1896,Biotech & Pharmaceuticals,$10+ billion,0.89,0.96,3.9,4.1,4.3,3.7,4.1,"['""Bezahlung, Benefits, Homeoffice, Kantine, Aktivcenter"" (in 2 reviews)', '""Pensionskasse, flexible Arbeitszeit, globales Unternehmen, Zusatzleistungen, Entwicklungschancen"" (in 2 reviews)']",['No Cons have been reported by the Glassdoor community.'],4.5,"['Health Insurance (92 comments)\n""Insurance can be extended to close family members- it is discounted, but employee needs to pay for it""', '401K Plan (52 comments)\n""they had a good company match""', 'Vacation & Paid Time Off (48 comments)\n""Plenty of time to recharge""']"
Roche,4.3,Basel,Research Associate in Microfluidics & Microtechnologies,"The Position
Research Associate in Microfluidics & Microtechnologies

In Roche’s Pharmaceutical Research and Early Development organisation (pRED), we make transformative medicines for patients in order to tackle some of the world’s toughest unmet healthcare needs. At pRED, we are united by our mission to transform science into medicines. Together, we create a culture defined by curiosity, responsibility and humility, where our talented people are empowered and inspired to bring forward extraordinary life-changing innovation at speed.
The Microtechnologies Group of the Institute for Translational Bioengineering (ITB) at Roche is developing a new generation of in vitro human model technologies that will be used in Roche’s drug discovery pipeline. The Group is seeking a Research Associate with experience in designing and prototyping microfluidic devices, and with solid foundations in microfabrication of plastics. The position will entail administrative duties, including managing the ITB’s Microfabrication Facility.",,30d+,False,5001 to 10000,Company - Public,Pharmaceutical & Biotechnology,1896,Biotech & Pharmaceuticals,$10+ billion,0.89,0.96,3.9,4.1,4.3,3.7,4.1,"['""Good benefits and great for fresh graduates"" (in 61 reviews)', '""Good work life balance in terms of hours"" (in 61 reviews)', '""Roche is a huge organization with great culture."" (in 80 reviews)', '""salary and benefit wise is good"" (in 72 reviews)', '""Great experience building and great people"" (in 68 reviews)']","['""Essentially no benefits when working as a contractor (no PTO, holiday pay, insurance, etc.)"" (in 61 reviews)', '""Corporate culture, too much oversight and inefficiency"" (in 80 reviews)', '""Low salary compared to other companies"" (in 72 reviews)', '""people are very helpful, if you ask someone doesn\'t know, he/she will direct you to another person"" (in 68 reviews)']",4.5,"['Health Insurance (92 comments)\n""Insurance can be extended to close family members- it is discounted, but employee needs to pay for it""', '401K Plan (52 comments)\n""they had a good company match""', 'Vacation & Paid Time Off (48 comments)\n""Plenty of time to recharge""']"
ONiKO AG,4.0,Switzerland,Cloud Engineer (80-100%),"Strom bewegt unser Leben. Und wir bewegen Strom. Täglich setzen wir uns für die Versorgungssicherheit in der Schweiz ein. Im Auftrag der Schweiz und in Zusammenarbeit mit internationalen Partnern sorgen unsere Mitarbeitenden für ein leistungsfähiges und zuverlässiges Stromnetz.
Für unser Team «Server, Storage & Data Bases» am Hauptsitz in Aarau suchen wir motivierte und ambitionierte Verstärkung mit dem Willen einen wichtigen Beitrag zu leisten für eine moderne und hochverfügbare IT-Umgebung bei Swissgrid. Du möchtest deine Fähigkeiten für die sichere Stromversorgung der Schweiz einsetzen? Dann freuen wir uns auf deine Bewerbung als

Deine Aufgaben

Als Cloud Engineer hast du die Verantwortung für das Engineering, den sicheren Betrieb, den Unterhalt und die Störungsbehebung der Azure Cloud Plattform bei Swissgrid. Du agierst als Experte für sämtliche Themen rund um die Nutzung der Cloud Services in deinem Verantwortungsbereich. Zu deinen Aufgaben zählen:",,30d+,True,,Company - Private,,,,,1.0,,4.0,4.0,4.0,4.0,5.0,"['""Good pay and benefits pack"" (in 1 reviews)']","['""Long hours unsociable to say the least"" (in 1 reviews)']",,
