Company_name,Rating,Location,Job_title,Description,Salary,Job_age,Easy_apply,Employees,Type_of_ownership,Sector,Founded,Industry,Revenue_USD,Friend_recommend,CEO_approval,Career_opportunities,Comp_&_benefits,Culture_&_values,Senior_management,Work/Life_balance,Pros,Cons,Benefits_rating,Benefits_reviews
RSI Cycles & Motors Ltd.,,Prague,IT Desktop Support Engineer Technician,"We are looking for a Support Engineer to join our energetic and motivated Global 1000+ company. The Support Engineer will be responsible for implementing and maintaining hardware and software products, identifying problems and fixing reported issues, troubleshooting problems and implementing solutions. A successful candidate will enjoy a growth-oriented team environment, strong benefits and regular opportunities for professional development.
Essential Skills (behavioural/technical/ language skills)
1. English & Czech
Resident Engineer Job Description
*Provide onsite and desk side support services to end users. *Complete incidents and requests within SLA in a pressurized environment. *Build, configure and troubleshoot Install “Gold” image on Customer PC and laptop applications and hardware components. *Ensure tickets are updated on a daily basis. *Support meeting room environment and video conferencing. *Support printers, scanners, and other peripherals. *Support mobile devices, such as iPads, iPhones, and Android devices. *End-User Data back-up and restoration when required in the course of a service incident. *Smart hands support for data center equipment as per required SLA (in specified locations) *As directed by Customer Tech support will assist in troubleshooting the data center devices *Replace defective components cards in data center equipment’s as advised by Customer Tech Support e.g., Remove a module and replace it, reconnecting patch cables. Daily tape change in support of local Backup Routine in required sites *Import /Export tapes to the tape libraries as advised by Customer tech support. *Individual must have good customer-facing skills and be well-presented. *Demonstrates independent and pro-active thinking *Builds effective relationships both within the team and across the business and Professional Services *Must be able to work to specified standards and required levels of deportment, conduct, and sound ethical workplace practices. *Must be able to work alone and unsupervised, taking the initiative when necessary. *Must be organized and prioritize work appropriately. *Ability to resolve or assist in the resolution of complex customer problems and maximize systems availability in standardized customer environments. *Basic management skills in planning, problem solving, solution innovation, analysis. *Good oral, written, and telephone communication skills. *Ability to build and maintain relationships with customers, peers, and support partners. *Good teamwork with peers in a local, global, virtual, or multifunctional *Must have experience in using a Call Logging system. *Must have a good working knowledge of Windows 7/10 and related Office applications. *Support experience of MACs would be beneficial *Knowledge of mobile devices, Androids, and iPhones *Working knowledge of current and legacy hardware platforms. Experience with building, configuring, replacing, and troubleshooting PC and laptop hardware components. *Familiarity with Microsoft SCCM. *Ability to replace defective parts, as identified by Customer. *Excellent hands-on experience in installation and troubleshooting DC equipment’s, Rack and Stack of the DC equipment/cable *Excellent communication is mandatory in English and Local language *Completion of CompTIA certifications – e.g. A+, Network+, etc. *Completion (or near completion) of Microsoft certifications – e.g., MCP, MCITP, MCSE",,13d,True,,Company - Public,,,,,,,,,,,,,,,
Mondi,4.0,Štětí,PLC Engineer ( F/M/X ),"Mondi Štětí a.s.
Nejlepší zaměstnavatel v České republice? Mondi Štětí!
Jsme největší výrobce papírových obalů a buničiny na českém trhu.
V letošním ročníku Sodexo Zaměstnavatel roku jsme opět získali první místo v soutěži Nejlepší zaměstnavatel regionu, a navíc jsme se stali i Nejlepším zaměstnavatelem v České republice v kategorii firem do 5000 zaměstnanců!
Nejvíce nás ale těší vítězství v kategorii Férový zaměstnavatel roku 2022, které je založené na nezávislých komentářích našich zaměstnanců.
Co bude Vaše mise:",,30d+,False,10000+,Company - Public,Manufacturing,1967,Machinery Manufacturing,$5 to $10 billion,0.75,0.85,3.6,3.4,3.7,3.7,3.5,"['""Good salary and Good Amenities"" (in 22 reviews)', '""Experienced Management"" (in 14 reviews)', '""Great benefits (Sodexo, Gym, continues learning)"" (in 8 reviews)', '""The colleagues were extremely friendly and helpful, always willing to lend a hand and make me feel welcome."" (in 13 reviews)', '""Benefits, competitive pay, opportunity for growth."" (in 16 reviews)']","['""People get promotions in strange ways No employee retention Bad salaries"" (in 22 reviews)', '""Arrogant, Disrespectful management"" (in 14 reviews)', '""Benefits are not too bad."" (in 8 reviews)']",3.4,"['Vacation & Paid Time Off (3 comments)\n""it is very very good""']"
EUMETSAT,3.6,Prague,Cloud Services Engineer (Based in Germany),"Cloud Services Engineer
EUMETSAT is Europe’s meteorological satellite agency - monitoring the weather and climate from space - 24 hours a day, 365 days a year.
EUMETSAT opened a portfolio of cloud-based big data services in 2020 to bring users to its data. The portfolio is based on advanced architectures, applications, user portals and hosted processing capabilities with full integration across the entire cloud stack from Infrastructure as a Service (IaaS) up to Data as a Service (DaaS). EUMETSAT has a key role in several cloud-based international initiatives such as DIAS, WekEO, European Weather Cloud (EWC) and Destination Earth.
Within the Competence Area of Cloud Services in the Digital Solutions and SAF Division (DSA), the Cloud Services Engineer will be the main technical focal point for all cloud services and solutions developed by DSA that have a focus on downstream applications. The postholder will manage the engineering, evolution and maintenance of those cloud services, including procurement and management of industrial support and services needed for their development, implementation, evolution and achieving the targeted service levels",,7d,False,201 to 500,Self-employed,Government & Public Administration,,National Agencies,$100 to $500 million,0.59,0.49,2.6,3.9,3.2,2.9,3.4,"['""this company can offer good salary, on the other hand you need to be in it for 10 years before you can accrue pension rights"" (in 6 reviews)', '""Nice working Environment"" (in 5 reviews)']","['""Some heads are creating a negative culture and a general feeling of blame culture amongst teams."" (in 5 reviews)', '""Management and up is never held accountable for poor performance"" (in 3 reviews)', '""Sometimes there is too much bureaucracy"" (in 3 reviews)']",,
Hill's Pet Nutrition,4.0,Hustopeče,Technical Systems Manager,"Relocation Assistance Offered Within Region
# 152230 - Hustopece, Jihomoravský kraj, Czech Republic
Job Summary:
The Technical Systems Manager is responsible for a) the coordination of the equipment & buildings project implementation b) the oversight of the Maintenance and Electrical/Control departments c) supervision of the Packaging Engineering d) initiating & driving CI-activities at all areas of his responsibility.
He/She stays abreast of plant performance trends versus major KPI goals and leverages all resources from the respective departments, as well as by CI (Continuous Improvement)-activities that improve plant performance and/or to derive need for , & content of, future capital program. He/She develops and manages the overall plant capital budget and the plant maintenance budget. He/She must ensure successful execution of the plant capital program which can include multiple projects with varying scope, timelines and capital expenditures. In parallel he/she has to ensure effective execution of the Planned Maintenance program. The Technical Systems Manager will also ensure that all engineering aspects of projects as well as associated documentation are in compliance with local, Colgate/Hill’s, legal and EOHS regulations.",,6d,False,1001 to 5000,Company - Public,Manufacturing,1907,Consumer Product Manufacturing,$1 to $5 billion,0.73,0.74,3.7,4.4,4.0,3.5,3.6,"['""Great benefits with the Colgate"" (in 32 reviews)', '""Good Pay but that’s about it."" (in 25 reviews)', '""Decent work life balance"" (in 16 reviews)', '""nice people to work with"" (in 22 reviews)', '""Good Culture"" (in 16 reviews)']","['""No work/ life balance"" (in 16 reviews)', '""many not so great people."" (in 22 reviews)', '""Poor workplace culture"" (in 16 reviews)']",4.5,"['Maternity & Paternity Leave (6 comments)\n""The leave is very flexible""', 'Health Insurance (5 comments)\n""Affordable for your entire family""', '401K Plan (3 comments)\n""Good but need to wait a few years to be fully vested. ""']"
Diebold Nixdorf,3.5,Plzeň,Infrastructure Engineer,"What’s special about us?
Diebold Nixdorf is a world-leading ATM producer and our Pilsen office (established in 2015) specializes exclusively in software development. Thanks to our talented colleagues just in a few years’ time the small office became the most important fintech company in Pilsen region. Our vision is to continue growing and acquire other interesting strategic projects.

About the role:
Design and operations of Global Center Pilsen IT infrastructure – local on-prem and private cloud",,29d,False,10000+,Company - Public,Information Technology,1859,Information Technology Support Services,$1 to $5 billion,0.62,0.69,3.0,3.3,3.3,3.0,3.3,"['""Work life balance is good"" (in 153 reviews)', '""Good management"" (in 144 reviews)', '""salary is good &amp; ontime"" (in 179 reviews)', '""Great products and people."" (in 159 reviews)', '""Good benefits other then compensation"" (in 80 reviews)']","['""No work life balance for engineers"" (in 153 reviews)', '""poor management and basically is a single contribution even though y ou are working in a team."" (in 144 reviews)', '""low salary and not a lot of possibilites to grow professionally"" (in 179 reviews)', '""But my leaders were good people."" (in 159 reviews)', '""Benefits are delivered through an underwriter who will nickel and dime you wherever possible."" (in 80 reviews)']",3.4,"['Health Insurance (20 comments)\n""i didn\'t face any issue to take an appointment or visiting the hospital in case of urgency""', '401K Plan (17 comments)\n""not there, hard to have than 140k/year""', 'Vacation & Paid Time Off (15 comments)\n""it s there no worries""']"
Hitachi Energy Czech Republic S.R.O.,,Trutnov,Junior SAS Engineer,"Description
Location:
Trutnov, Královéhradecký kraj, Czechia
Job ID:
CZ55000584
Date Posted:
2023-03-29
Company Name:
Hitachi Energy Czech Republic S.R.O.
Engineering & Science
Full time
No",,24h,False,,,,,,,,,,,,,,,,,
Vodafone,4.0,Prague,IT Trainee Program - Junior Cloud Engineer,"Position characteristics:
We are looking for recent graduates in our IT Trainee Program who will participate in a range of activities that will develop your knowledge and skills to become an effective part of our Technology teams.
Over the course of the two-year program you will cover three boot camps that introduce you to the basics then advance into further topics depending on the chosen specialism. Coupled with hands-on placements in various teams and time with expert mentors you will get a broad introduction to Digital and IT.
There are two main programs; one covers Digital and Cloud the other Enterprise IT and the core systems. We have open positions for several roles and your landing role should be Junior Cloud Engineer. However, if you decide to change specialization during the two-year program, the landing role may end up in another team with a different focus.",,1 day ago,False,10000+,Company - Public,Telecommunications,1982,"Cable, Internet & Telephone Providers",$10+ billion,0.79,0.89,3.7,3.7,4.0,3.5,3.9,"['""good salary and very helpful"" (in 1865 reviews)', '""Flexible work life balance good"" (in 1304 reviews)', '""Management is good and knowledgeable"" (in 878 reviews)', '""Not hard and good benefits"" (in 743 reviews)', '""IT section of the Company is great and people will love working there"" (in 1129 reviews)']","['""The salary is low and not competitive"" (in 1865 reviews)', '""Too beauracratic and no work life balance"" (in 1304 reviews)', '""Management is poor and not very good"" (in 878 reviews)', '""Nothing, everything is great though benefits are average thought"" (in 743 reviews)', '""Great people and environment!"" (in 1129 reviews)']",4.2,"['Maternity & Paternity Leave (14 comments)\n""They allow paid maternity and paternity leave""', 'Vacation & Paid Time Off (14 comments)\n""You get all your off days and if you wish to work at any holiday or off day you will get it double paid which is cool, and it is optional not obligatory""', 'Health Insurance (5 comments)\n""The medical insurance company they deal with with is great""']"
Hitachi Energy Czech Republic S.R.O.,,Brno,DPČ - Associate Offer Engineer,"Description
Location:
Brno, Jihomoravský kraj, Czechia
Job ID:
CZ54829399
Date Posted:
2023-03-29
Company Name:
Hitachi Energy Czech Republic S.R.O.
Engineering & Science
Part time
No",,24h,False,,,,,,,,,,,,,,,,,
Mastercard,4.3,Prague,"Mastercard Graduate Launch Program 2023 - Data Engineer - Prague, Czech Republic","Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Job Title
Mastercard Graduate Launch Program 2023 - Data Engineer - Prague, Czech Republic
The Mastercard Launch program is aimed at early career talent, to help you develop skills and gain cross-functional work experience. Over a period of 18 months, Launch participants will be assigned to a business unit, learn and develop skills, and gain valuable on the job experience.

Be part of the Data & Services Technology Team at Mastercard, Data and Services

Data Engineers are fundamental to the success of our client engagements by acting as the bridge between raw client data and Mastercard's software. Data Engineers work closely with both Consultants while working on consulting engagements and Software Development Engineers while working to develop internal capabilities. Data Engineers are responsible for:

Make an Impact as a Data Engineer
Here are just a few of the benefits that you will get to experience during your first year as a Data Engineer:
Bring your passion and expertise

We recruit for and value the following core competencies:
The role also involves these skills. We don't require them, but it's helpful if you already have them:",,30d+,False,10000+,Company - Public,Financial Services,1966,Financial Transaction Processing,$5 to $10 billion,0.88,0.95,4.1,4.1,4.3,3.9,4.2,"['""Good work life balance with projects around BFSI. Essentially you will be selling Mastercard data rather than advanced analytics solutions."" (in 657 reviews)', '""Benefits and leaves are good"" (in 549 reviews)', '""Many companies talk about have a great culture while Mastercard walks the talk on this."" (in 717 reviews)', '""Great people and usually interesting topics with challenging opportunities"" (in 512 reviews)', '""Good salary and 10% bonus"" (in 592 reviews)']","['""There is no work life balance"" (in 657 reviews)', '""No benefits for short contractors"" (in 549 reviews)', '""Bad culture."" (in 717 reviews)', '""Bringing people back into the office"" (in 512 reviews)', '""Low salary and bonus No transition to other cities"" (in 592 reviews)']",4.4,"['Vacation & Paid Time Off (125 comments)\n""We get 15 Holidays and 22 Paid time off and CL and SL as well.""', 'Maternity & Paternity Leave (48 comments)\n""6 months maternity and 2 months Paternity leaves""', 'Health Insurance (43 comments)\n""80% health insurance coverage for any kind of health issues.""']"
Vodafone,4.0,Prague,IT Trainee Program - Junior Oracle Applications Engineer,"Position characteristics
We are looking for recent graduates in our IT Trainee Program who will participate in a range of activities that will develop your knowledge and skills to become an effective part of our Software Engineering teams.
Over the course of the two-year program you will cover three boot camps that introduce you to the basics then advance into further topics depending on the chosen specialism. Coupled with hands-on placements in various teams and time with expert mentors you will get a broad introduction to Digital and IT.
There are two main programs; one covers Digital and Cloud the other Enterprise IT and the core systems. We have open positions for several roles and your landing role should be Junior Oracle Applications Engineer. However, if you decide to change specialization during the two-year program, the landing role may end up in another team with a different focus.",,28d,False,10000+,Company - Public,Telecommunications,1982,"Cable, Internet & Telephone Providers",$10+ billion,0.79,0.89,3.7,3.7,4.0,3.5,3.9,"['""good salary and very helpful"" (in 1865 reviews)', '""Flexible work life balance good"" (in 1304 reviews)', '""Management is good and knowledgeable"" (in 878 reviews)', '""Not hard and good benefits"" (in 743 reviews)', '""IT section of the Company is great and people will love working there"" (in 1129 reviews)']","['""The salary is low and not competitive"" (in 1865 reviews)', '""Too beauracratic and no work life balance"" (in 1304 reviews)', '""Management is poor and not very good"" (in 878 reviews)', '""Nothing, everything is great though benefits are average thought"" (in 743 reviews)', '""Great people and environment!"" (in 1129 reviews)']",4.2,"['Maternity & Paternity Leave (14 comments)\n""They allow paid maternity and paternity leave""', 'Vacation & Paid Time Off (14 comments)\n""You get all your off days and if you wish to work at any holiday or off day you will get it double paid which is cool, and it is optional not obligatory""', 'Health Insurance (5 comments)\n""The medical insurance company they deal with with is great""']"
MAHLE,3.9,Holýšov,Validation Engineer,"In 2021, MAHLE with its more than 71,000 employees, generated sales of around EUR 11 billion and with its 160 locations, including 12 large research and development centers, is represented in more than 30 countries. Come join our team at MAHLE! #StrongerTogether
Za úkol budete mít zejména:
Plánování a optimalizace validačních procesů
Plánování vytížení validačních strojů
Monitorování a správa měřící techniky
Vytváření a prezentace validačních výsledků
Kooperace s vývojovým týmem",,30d+,False,10000+,Company - Private,Manufacturing,1920,Transportation Equipment Manufacturing,$5 to $10 billion,0.73,0.76,3.3,3.5,3.6,3.2,3.6,"['""Management is good, co"" (in 45 reviews)', '""Good salary"" (in 63 reviews)', '""Good work life balance for everyone"" (in 58 reviews)', '""Employee culture is good"" (in 48 reviews)', '""Good people and work envirorment."" (in 46 reviews)']","['""Management is poor"" (in 45 reviews)', '""Not recommend, low salary, no possibility of development"" (in 63 reviews)', '""No work life balance"" (in 58 reviews)', '""Culture is dependent on department."" (in 48 reviews)', '""not a some people are nice"" (in 46 reviews)']",3.7,"['Health Insurance (11 comments)\n""Very useful and consider other countries""', '401K Plan (6 comments)\n""Average package for all employees ""', 'Vacation & Paid Time Off (5 comments)\n""Great for salary new hires""']"
Hitachi Energy Czech Republic S.R.O.,,Brno,Junior Steel Structure Engineer,"Description
Location:
Brno, Jihomoravský kraj, Czechia
Job ID:
CZ54557202
Date Posted:
2023-03-29
Company Name:
Hitachi Energy Czech Republic S.R.O.
Other
Full time
No",,24h,False,,,,,,,,,,,,,,,,,
FLEETCOR,3.3,Prague,Lead Data Engineer,"Your role
To facilitate the successful operation of the Division through appropriate liaison support areas for the provision of strategic and technical development.
What you'll be doing
Lead Data Engineer:
At Fleetcor we have an exciting opportunity for a Lead Data Engineer in our global data team to work closely with the business to launch data products and help design and build our new Data Platform on AWS. You will have a proven track record of leading and scaling data engineering teams, strong data infrastructure and data architecture skills and strong business engagement skills.
Data @ Fleetcor - Data is at the heart of what we do, creating data-driven products that help improve our customers experience and drive our business forwards. The Data team comprises Data Scientists, Data Engineers, BI Engineers as well as Reporting and Marketing specialists.",,18d,False,10000+,Company - Public,Financial Services,2000,Financial Transaction Processing,$1 to $5 billion,0.52,0.59,3.3,3.3,3.1,2.9,3.3,"['""Great Management In certain areas of the company."" (in 71 reviews)', '""Good Benefits and"" (in 77 reviews)', '""Great pay."" (in 95 reviews)', '""Great people and a recession proof product"" (in 71 reviews)', '""Great leadership with a focus on driving business lines forward to deliver value to shareholders, clients and employees."" (in 51 reviews)']","['""Poor management and a high turnover rate."" (in 71 reviews)', '""Less benefits"" (in 77 reviews)', '""Company focused on keeping sales teams happy with low pay brackets for other supporting departments."" (in 95 reviews)', '""communication is terrible, methods are outdated and they don\'t care about people or doing things well."" (in 71 reviews)', '""Senior leadership at the holding company (Fleetcor) are invisible to the various global divisions."" (in 51 reviews)']",3.2,"['Health Insurance (25 comments)\n""Everything has been really good, co-pays are low. Can really complain about anything this far.""', 'Vacation & Paid Time Off (22 comments)\n""HR just increased vacation for everyone who starts to 3 weeks per year, but unable to defer time off to the following year. Use it or lose it.""', '401K Plan (14 comments)\n""The money is taken out of your pay and you can log in to the website anytime to change anything you want to change. You have to wait a year for the company to match your contributions.""']"
Groupon,3.3,Czech Republic,Data Engineer,"Groupon’s mission is to become the daily habit in local commerce and fulfill our purpose of building strong communities through thriving small businesses by connecting people to a vibrant, global marketplace for local services, experiences, and goods. In the process, we’re positively impacting the lives of millions of customers and merchants globally. Even with thousands of employees spread across multiple continents, we still maintain a culture that inspires innovation, rewards risk-taking and celebrates success. If you want to take more ownership of your career, then you're ready to be part of Groupon.
At Groupon, we know that great people make great companies. We're a ""best of both worlds"" kind of company. We're big enough to have the resources and scale, but small enough that a single person has a surprising amount of autonomy and can make a meaningful impact. We're curious, fun, a little intense, and kind of obsessed with helping local businesses thrive. Does that sound like a compelling place to work?",,15d,False,5001 to 10000,Company - Public,Information Technology,2008,Internet & Web Services,$1 to $5 billion,0.46,0.3,3.1,3.3,3.7,2.8,3.9,"['""Great people and very international"" (in 304 reviews)', '""The people and culture are great"" (in 288 reviews)', '""Good work life balance mostly"" (in 189 reviews)', '""friendly management."" (in 203 reviews)', '""the pay was good and worked on things"" (in 229 reviews)']","['""20% of the people to 80% of the work and others just get by."" (in 304 reviews)', '""the lower level employees had a bad culture"" (in 288 reviews)', '""no work life balance"" (in 189 reviews)', '""Bad management very lazy is their approach"" (in 203 reviews)', '""Pay is low unless you\'re one of the chosen high ups and politics has everything to do with being chosen."" (in 229 reviews)']",3.9,"['Health Insurance (135 comments)\n""Low deductible and out of pocket.""', 'Vacation & Paid Time Off (89 comments)\n""It is completely unlimited PTO""', '401K Plan (33 comments)\n""6% match by the company""']"
Accenture,4.1,Prague,Data Engineer (AI),"Join the Accenture’s Strategy & Consulting and participate on performance improvements of our clients’ business by applying digital technologies and data driven approaches across their enterprises.
Leverage our unmatched range of digital services (cloud, mobility, analytics, interactive, social, technology and business), develop transformational strategies and implement new technologies tailored for our clients’ needs just to help them to win on the market.
Once you’ll join the Accenture, you’ll become an integral part of a our forward-looking digital community. You will be able to collaborate and share ideas with a world-class global network of 40,000+ digital professionals who are passionate to innovate and develop new ways of delivering results to our clients.

As a Data Analytics Consultant, you will be implementing end-to-end analytical solutions and leading discussions with the client. You can look forward to:",,30d+,False,10000+,Company - Public,Management & Consulting,1989,Business Consulting,$10+ billion,0.8,0.89,4.1,3.9,4.0,3.7,3.8,"['""It has been 7 months working in Accenture.....never felt work tirelessly.....trainings are good and good work life balance"" (in 14688 reviews)', '""Knowledge expanded due to dynamic industry and client partners Good salary both for profesional / fresh grad"" (in 15390 reviews)', '""Working here is good because the work culture is good and we get to reskill and upskill ourselves."" (in 10959 reviews)', '""encourage employees to upskilling themself and gain some certifications Many events in the premises always Benefits are good"" (in 5935 reviews)', '""Good Management and Woman friendly"" (in 6807 reviews)']","['""For few proj work is to much where we need to extend and no work life balance for women employees"" (in 14688 reviews)', '""Low salary for resources who are loyal and staying with the company for long years."" (in 15390 reviews)', '""Unprofessional and bad work culture"" (in 10959 reviews)', '""no benefits and just a contractor"" (in 5935 reviews)', '""Bad management no one knows the process and no one listens to team before interacting clients points."" (in 6807 reviews)']",4.2,"['401K Plan (569 comments)\n""We receive an opportunity to have shares""', 'Health Insurance (483 comments)\n""not bad at all, can be better""', 'Vacation & Paid Time Off (444 comments)\n""good enough, its according to the country laws""']"
