Company_name,Rating,Location,Job_title,Description,Salary,Job_age,Easy_apply,Employees,Type_of_ownership,Sector,Founded,Industry,Revenue_USD,Friend_recommend,CEO_approval,Career_opportunities,Comp_&_benefits,Culture_&_values,Senior_management,Work/Life_balance,Pros,Cons,Benefits_rating,Benefits_reviews
Meiro Pte. Ltd.,,Czech Republic,DATA ENGINEER,"Brno, Prague
Hello, we are Meiro
In Meiro, through our product – a Customer Data Platform (CDP) – and thanks to years of our know-how, we solve the fragmentation of customer data for companies all over the world. CDP gives access to organized, clean, and stitched customer data from multiple data sources. The strength of CDP is its ability to integrate any data source in and out of CDP. The data are collected, consolidated, cleaned and ready to be used in other systems and tools.
Our headquarters is in Singapore with part of our team. The rest of us are based between Brno and Prague. You could find our clients in Australia, Southeast Asia, Central Europe, or Scandinavia.

‍",,30d+,False,1 to 50,Company - Private,Information Technology,2017,Software Development,,,,,,,,,,,,
Siemens,4.2,Ostrava,ML Ops Engineer,"Do interního evropského IT vývojového centra hledáme ML specialistu.
Chcete být profesionálem v oblasti ML technologií? Učit se a rozvíjet v oboru? Můžete se pochlubit zkušenostmi s technologiemi Keras, Pandas, TenserFlow a Scilkit? Rádi byste získali zkušenosti s řešeními, které napomáhají ve výrobě? Zajímáte se o novinky a nové trendy v oboru? Máte chuť se podílet na digitalizaci výroby v rámci Průmyslu 4.0?
Pak hledáme právě Vás.

Budete se věnovat především:",,30d+,False,10000+,Company - Public,Manufacturing,1847,Electronics Manufacturing,$10+ billion,0.83,0.9,3.8,3.7,4.1,3.7,4.1,"['""Work life balance is good and there is a well"" (in 1750 reviews)', '""Salaries are good and happy to get"" (in 1662 reviews)', '""Benefits are good and ok"" (in 809 reviews)', '""Company has good management and they are friendly."" (in 845 reviews)', '""job is often engaging and people are great"" (in 1080 reviews)']","['""No work life balance at all"" (in 1750 reviews)', '""Not a lot of options after the program and salary is low compared to other companies and roles."" (in 1662 reviews)', '""low benefits"" (in 809 reviews)', '""Management is poor and a bit red tape"" (in 845 reviews)', '""People are a bit lazy tbh."" (in 1080 reviews)']",3.9,"['Health Insurance (190 comments)\n""Overall the benefit looks great.""', 'Vacation & Paid Time Off (158 comments)\n""Following the Egyptian labor law""', '401K Plan (104 comments)\n""They match the benefit so good""']"
Workato,4.1,Prague,Sr Data Engineer,"About Workato
Workato is the only integration and automation platform that is as simple as it is powerful — and because it's built to power the largest enterprises, it is quite powerful.
Simultaneously, it's a low-code/no-code platform. This empowers any user (dev/non-dev) to painlessly automate workflows across any apps and databases.
We're proud to be named a leader by both Forrester and Gartner and trusted by 7,000+ of the world's top brands such as Box, Grab, Slack, and more. But what is most exciting is that this is only the beginning.
Why join us?",,30d+,True,201 to 500,Company - Private,Information Technology,2013,Enterprise Software & Network Solutions,,0.76,0.9,3.9,4.0,4.3,3.8,4.3,"['""Culture is great."" (in 74 reviews)', '""more like leadership (Cody Tse &amp; Rishi are amazing)"" (in 48 reviews)', '""Great team Great product Amazing experience"" (in 71 reviews)', '""Incredibly flexible and empathetic management."" (in 43 reviews)', '""Good Benefits"" (in 29 reviews)']","['""Culture and leadership needs improvement."" (in 74 reviews)', '""APJ leadership."" (in 48 reviews)', '""People come and go quite fast in this team"" (in 71 reviews)', '""Currently undergoing a revolving door of sales and management due to overhiring and exaggerated financial expectations from last quarter."" (in 43 reviews)', '""Benefits are alright, could be better"" (in 29 reviews)']",4.8,
congatec AG,4.8,Brno,HW/Communication Engineer (m/f/d) - Brno,"- required immediately, permanent -

Your task
Designing of high-tech computer boards based on x86 and ARM technologies using high speed Ethernets ( 10Gbps)
Selection of new components, communicating with suppliers
Creating schematic component libraries
Schematic capture and bill of material creation using OrCAD CIS
Managing production data in PLM system (production documentation)
Bring up and debugging of prototypes and pilot samples",,30d+,False,51 to 200,,,2004,,$25 to $100 million,1.0,1.0,4.7,4.5,4.8,4.8,4.8,"['""Good beer and good working environment"" (in 2 reviews)', '""Free coffee, fruits, flexible hours."" (in 1 reviews)', '""flexible work schedule and work remotely, friendly environment, team work, culture is great"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],4.0,
MSD,4.2,Prague,Data Engineer - Part time for a student,"Job Requirements

We’re looking for students from Czech Universities, who are interested in a long-term collaboration with MSD IT.

Did you always want to work in a company where your work can have a real impact? Do you enjoy working in an international environment with lots of room for personal development? Are you ready to join a company where we cherish Diversity and Inclusion and the well-being of our employees?

Interning as a Data Engineer you will:",,3d,False,10000+,Company - Public,Pharmaceutical & Biotechnology,1891,Biotech & Pharmaceuticals,$10+ billion,0.86,0.94,3.7,4.1,4.1,3.6,3.8,"['""Work / Life balance is good"" (in 216 reviews)', '""Good salary (one of the best employers in region)"" (in 241 reviews)', '""Good benefits typical of mnc"" (in 162 reviews)', '""Most people are nice and friendly"" (in 226 reviews)', '""Great culture and putting patients first"" (in 248 reviews)']","['""No work life balance and the culture over there was selfie."" (in 216 reviews)', '""salary is low"" (in 241 reviews)', '""not so many benefits"" (in 162 reviews)', '""cancel project of 80 people from day to day"" (in 226 reviews)', '""dutch culture very strong within Oss"" (in 248 reviews)']",4.4,"['Vacation & Paid Time Off (3 comments)\n""1 month vacation and paid time off""']"
RSI Cycles & Motors Ltd.,,Prague,IT Desktop Support Engineer Technician,"We are looking for a Support Engineer to join our energetic and motivated Global 1000+ company. The Support Engineer will be responsible for implementing and maintaining hardware and software products, identifying problems and fixing reported issues, troubleshooting problems and implementing solutions. A successful candidate will enjoy a growth-oriented team environment, strong benefits and regular opportunities for professional development.
Essential Skills (behavioural/technical/ language skills)
1. English & Czech
Resident Engineer Job Description
*Provide onsite and desk side support services to end users. *Complete incidents and requests within SLA in a pressurized environment. *Build, configure and troubleshoot Install “Gold” image on Customer PC and laptop applications and hardware components. *Ensure tickets are updated on a daily basis. *Support meeting room environment and video conferencing. *Support printers, scanners, and other peripherals. *Support mobile devices, such as iPads, iPhones, and Android devices. *End-User Data back-up and restoration when required in the course of a service incident. *Smart hands support for data center equipment as per required SLA (in specified locations) *As directed by Customer Tech support will assist in troubleshooting the data center devices *Replace defective components cards in data center equipment’s as advised by Customer Tech Support e.g., Remove a module and replace it, reconnecting patch cables. Daily tape change in support of local Backup Routine in required sites *Import /Export tapes to the tape libraries as advised by Customer tech support. *Individual must have good customer-facing skills and be well-presented. *Demonstrates independent and pro-active thinking *Builds effective relationships both within the team and across the business and Professional Services *Must be able to work to specified standards and required levels of deportment, conduct, and sound ethical workplace practices. *Must be able to work alone and unsupervised, taking the initiative when necessary. *Must be organized and prioritize work appropriately. *Ability to resolve or assist in the resolution of complex customer problems and maximize systems availability in standardized customer environments. *Basic management skills in planning, problem solving, solution innovation, analysis. *Good oral, written, and telephone communication skills. *Ability to build and maintain relationships with customers, peers, and support partners. *Good teamwork with peers in a local, global, virtual, or multifunctional *Must have experience in using a Call Logging system. *Must have a good working knowledge of Windows 7/10 and related Office applications. *Support experience of MACs would be beneficial *Knowledge of mobile devices, Androids, and iPhones *Working knowledge of current and legacy hardware platforms. Experience with building, configuring, replacing, and troubleshooting PC and laptop hardware components. *Familiarity with Microsoft SCCM. *Ability to replace defective parts, as identified by Customer. *Excellent hands-on experience in installation and troubleshooting DC equipment’s, Rack and Stack of the DC equipment/cable *Excellent communication is mandatory in English and Local language *Completion of CompTIA certifications – e.g. A+, Network+, etc. *Completion (or near completion) of Microsoft certifications – e.g., MCP, MCITP, MCSE",,17d,True,,Company - Public,,,,,,,,,,,,,,,
EUMETSAT,3.6,Prague,Cloud Services Engineer (Based in Germany),"Cloud Services Engineer
EUMETSAT is Europe’s meteorological satellite agency - monitoring the weather and climate from space - 24 hours a day, 365 days a year.
EUMETSAT opened a portfolio of cloud-based big data services in 2020 to bring users to its data. The portfolio is based on advanced architectures, applications, user portals and hosted processing capabilities with full integration across the entire cloud stack from Infrastructure as a Service (IaaS) up to Data as a Service (DaaS). EUMETSAT has a key role in several cloud-based international initiatives such as DIAS, WekEO, European Weather Cloud (EWC) and Destination Earth.
Within the Competence Area of Cloud Services in the Digital Solutions and SAF Division (DSA), the Cloud Services Engineer will be the main technical focal point for all cloud services and solutions developed by DSA that have a focus on downstream applications. The postholder will manage the engineering, evolution and maintenance of those cloud services, including procurement and management of industrial support and services needed for their development, implementation, evolution and achieving the targeted service levels",,11d,False,201 to 500,Self-employed,Government & Public Administration,,National Agencies,$100 to $500 million,0.59,0.49,2.6,3.9,3.2,2.9,3.4,"['""this company can offer good salary, on the other hand you need to be in it for 10 years before you can accrue pension rights"" (in 7 reviews)', '""Good working environment and good management"" (in 4 reviews)']","['""Some heads are creating a negative culture and a general feeling of blame culture amongst teams."" (in 5 reviews)', '""Management and up is never held accountable for poor performance"" (in 4 reviews)', '""Training for administrative Staff limited and usually locally whereas Engineering Staff get frequent training all over Europe"" (in 4 reviews)', '""Sometimes there is too much bureaucracy"" (in 3 reviews)']",,
Hill's Pet Nutrition,4.0,Hustopeče,Technical Systems Manager,"Relocation Assistance Offered Within Region
# 152230 - Hustopece, Jihomoravský kraj, Czech Republic
Job Summary:
The Technical Systems Manager is responsible for a) the coordination of the equipment & buildings project implementation b) the oversight of the Maintenance and Electrical/Control departments c) supervision of the Packaging Engineering d) initiating & driving CI-activities at all areas of his responsibility.
He/She stays abreast of plant performance trends versus major KPI goals and leverages all resources from the respective departments, as well as by CI (Continuous Improvement)-activities that improve plant performance and/or to derive need for , & content of, future capital program. He/She develops and manages the overall plant capital budget and the plant maintenance budget. He/She must ensure successful execution of the plant capital program which can include multiple projects with varying scope, timelines and capital expenditures. In parallel he/she has to ensure effective execution of the Planned Maintenance program. The Technical Systems Manager will also ensure that all engineering aspects of projects as well as associated documentation are in compliance with local, Colgate/Hill’s, legal and EOHS regulations.",,9d,False,1001 to 5000,Company - Public,Manufacturing,1907,Consumer Product Manufacturing,$1 to $5 billion,0.73,0.74,3.7,4.4,4.0,3.5,3.6,"['""Great benefits with the Colgate"" (in 35 reviews)', '""Decent work life balance"" (in 18 reviews)', '""Good Pay but that’s about it."" (in 27 reviews)', '""Great people"" (in 22 reviews)', '""Good Culture"" (in 15 reviews)']","['""No work/ life balance"" (in 18 reviews)', '""many not so great people."" (in 22 reviews)', '""Corporate culture, long winded processes to get things done"" (in 15 reviews)']",4.5,"['Maternity & Paternity Leave (6 comments)\n""The leave is very flexible""', 'Health Insurance (5 comments)\n""Affordable for your entire family""', '401K Plan (3 comments)\n""Good but need to wait a few years to be fully vested. ""']"
innogy Česká republika,4.5,Brno,IT Specialist - Data Engineer,"Provádění analýz, vývoj, implementace a úpravy datových řešení a ETL procesů
Vytváření nových funkcí pro stávající aplikace a zajištění jejich správného fungování
Spolupráce na projektech s vývojovými týmy, datovými analytiky a dalšími kolegy
Údržba a správa databázových systémů a infrastruktury
Vývoj, implementace a optimalizace algoritmů a modelů pro naše projekty
Vyvíjení softwarových nástrojů pro automatizaci procesů a zlepšení výkonu modelů
POŽADAVKY:
Zkušenosti s programovacím jazykem Python a SQL",,23d,False,,Company - Public,,,,,,,,,,,,"['""Good salary, a lot of benefits"" (in 1 reviews)']","['""Long hours, regular business trips"" (in 1 reviews)']",,
Emplifi,3.8,Brno,Data Engineer - ML Ops,"As a Data Engineer - MLOps at Emplifi you will work on both Data Engineering and MLOps projects and will be responsible for several batch and streaming data pipelines. You will be working on our ML serving platform built on top of MLflow and you will make sure that our models run reliably and scale well. You are a software engineer at heart!

What You’ll Do Here:
Team
Participate in the productionalization of ML models, e.g. implement streaming pipeline which detects sentiment in various languages and processes large amounts of data on a daily basis",,24d,False,501 to 1000,Company - Private,Media & Communication,2021,Advertising & Public Relations,,0.8,0.69,3.8,3.1,4.0,3.4,4.1,"['""People are amazing!"" (in 27 reviews)', '""competitive salary"" (in 17 reviews)', '""Great culture"" (in 21 reviews)', '""Great office, weekly breakfast, nice people, working from home, working from abroad."" (in 18 reviews)', '""Management is laid back."" (in 15 reviews)']","['""low salary"" (in 17 reviews)', '""The culture was partially lost after the merge and there\'s also a lot of pressure from investors to make the company more profitable."" (in 21 reviews)', '""atrocious management"" (in 15 reviews)']",4.2,
Porsche Engineering Group,3.8,Ostrava,Cloud Engineer (f/m/d),"You’re kind of a nerd. We’re kind of nerds.
We should get to know each other.
Cloud Engineer (f/m/d)
Code number: J000001668
Entry level: Professionals
Location: Ostrava
Organization: Porsche Engineering Group
Tasks",,30d+,False,1001 to 5000,Company - Private,Management & Consulting,1931,Research & Development,,0.6,0.62,3.6,3.1,3.7,3.1,3.9,"['""Good Management, Friendly and chilled out people, cutting edge tech"" (in 12 reviews)', '""Extremly good salary"" (in 20 reviews)', '""Friendly atmosphere, interesting work fifth word"" (in 14 reviews)', '""Great colleagues across multiple departments"" (in 8 reviews)', '""good work/life balance"" (in 6 reviews)']","['""Bad management"" (in 12 reviews)', '""Small salaries, growing very slowly :)"" (in 20 reviews)']",,
